effect,authors,year,experiment,study,article,age,skill,task,trials,days,freqgrps,frgrn,frequency,pub,bandwidth,bprime,faded,yoked,otherrfb,feedback,measure,primary,match,measure-other,irinterval,drinterval,time,n100,n2,mean100,sd100,se100,mean2,sd2,se2,F,t,af,r,q,p,favours,calsd100,calsd2,missing,g_msd,var_g_msd,g_fv,var.g_fv,g_tv,var_g_tv,g_pv,var_g_pv,g_ses,var_g_ses,g_afes,var_g_afes,g_raw,var,g
453,"Aoyagi, Ohnishi, Yamamoto, Kado, Suzuki, Ohnishi, Hokimoto & Fukaya",2019,1,,,Adult,Novice,Stable-constant,80,4,No,,50,Yes,No,No,Yes,No,,CE,AE,No,TRUE,,,,ImmRet,15,16,9.2,,2.7,5.7,,1.4,,,,,,,Reduced,10.457055,5.6,Yes,,,,,,,,,0.41,0.13,,,0.41,0.13,0.41
454,"Aoyagi, Ohnishi, Yamamoto, Kado, Suzuki, Ohnishi, Hokimoto & Fukaya",2019,1,,,Adult,Novice,Stable-constant,80,4,No,,50,Yes,No,No,Yes,No,,CE,AE,No,TRUE,,,1,DelayRet,15,16,16.4,,4.4,11.2,,2.5,,,,,,,Reduced,17.041127,10,Yes,,,,,,,,,0.37,0.12,,,0.37,0.12,0.37
452,"Aoyagi, Ohnishi, Yamamoto, Kado, Suzuki, Ohnishi, Hokimoto & Fukaya",2019,1,,,Adult,Novice,Stable-constant,80,4,No,,50,Yes,No,No,Yes,No,,CE,AE,No,TRUE,,,,Acquisition,15,16,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
441,Badets & Blandin,2010,2,,,Adult,Novice,Stable-variable,198,2,No,,33,Yes,No,No,No,No,,REL time,VE,No,FALSE,,,,Acquisition,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
442,Badets & Blandin,2010,2,,,Adult,Novice,Stable-variable,198,2,No,,33,Yes,No,No,No,No,,REL time,E,No,FALSE,,,,Acquisition,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
444,Badets & Blandin,2010,2,,,Adult,Novice,Stable-variable,198,2,No,,33,Yes,No,No,No,No,,REL time,VE,No,FALSE,,10,,ImmRet,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
445,Badets & Blandin,2010,2,,,Adult,Novice,Stable-variable,198,2,No,,33,Yes,No,No,No,No,,REL time,E,No,FALSE,,10,,ImmRet,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
447,Badets & Blandin,2010,2,,,Adult,Novice,Stable-variable,198,2,No,,33,Yes,No,No,No,No,,REL time,VE,No,FALSE,,,1,DelayRet,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
161,Bruechert et al,2003,1,,,Adult,Novice,Stable-constant,72,1,No,,50,Yes,No,No,No,No,,CE,VE,No,FALSE,,,1,Acquisition,12,12,,,,,,,5.77,,,,,,Reduced,,,,,,0.95,0.17,,,,,,,,,0.95,0.17,0.95
162,Bruechert et al,2003,1,,,Adult,Novice,Stable-constant,72,1,No,,50,Yes,No,No,No,No,,CE,VE,No,FALSE,,,1,DelayRet,12,12,26.86,,2.84,19.3,,1.91,,,,,,,Reduced,9.8380486,6.616434,,,,,,,,,,0.87,0.17,,,0.87,0.17,0.87
425,"Burtner, Leinwand, Sullivan, Goh & Kantak ",2014,1,,,Child,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,RMSE,VE,No,TRUE,,,,Acquisition,10,10,6.9,2.8,,7.4,2.7,,,,,,,,100,,,,-0.17,0.18,,,,,,,,,,,-0.17,0.18,-0.17
427,"Burtner, Leinwand, Sullivan, Goh & Kantak ",2014,1,,,Child,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,RMSE,VE,No,TRUE,,,1,DelayRet,10,10,5.05,1.9,,7.4,2.7,,,,,,,,100,,,,-0.96,0.21,,,,,,,,,,,-0.96,0.21,-0.96
56,Butler & Fischman,1996,1,,,Adult,Novice,Stable-constant,120,1,No,,,Yes,Yes,Yes,No,No,,CE,ACE,No,TRUE,,10,2,ImmRet,11,11,47,31,,24,24,,,,,,,,Reduced,,,,0.8,0.18,,,,,,,,,,,0.8,0.18,0.8
58,Butler & Fischman,1996,1,,,Adult,Novice,Stable-constant,120,1,No,,,Yes,Yes,Yes,No,No,,CE,ACE,No,TRUE,,10,2,DelayRet,11,11,58,43,,46,25,,,,,,,,Reduced,,,,0.33,0.17,,,,,,,,,,,0.33,0.17,0.33
59,Butler & Fischman,1996,1,,,Adult,Novice,Stable-constant,120,1,No,,,Yes,Yes,No,No,No,,CE,VE,No,TRUE,,10,2,DelayRet,11,11,39,22,,37,12,,,,,,,,Reduced,,,,0.11,0.17,,,,,,,,,,,0.11,0.17,0.11
57,Butler & Fischman,1996,1,,,Adult,Novice,Stable-constant,120,1,No,,,Yes,Yes,No,No,No,,CE,VE,No,TRUE,,10,2,ImmRet,11,11,36,11,,43,29,,,,,,,,100,,,,-0.31,0.17,,,,,,,,,,,-0.31,0.17,-0.31
54,Butler & Fischman,1996,1,,,Adult,Novice,Stable-constant,120,1,No,,,Yes,Yes,Yes,No,No,,CE,ACE,No,TRUE,,10,2,Acquisition,11,11,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
55,Butler & Fischman,1996,1,,,Adult,Novice,Stable-constant,120,1,No,,,Yes,Yes,No,No,No,,CE,VE,No,TRUE,,10,2,Acquisition,11,11,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
250,Butler et al,1996,1,,,Adult,Novice,Stable-constant,60,1,No,,,Yes,Yes,No,No,No,,CE,VE,No,TRUE,,10,1,Acquisition,10,10,57.8,35.8,,40.5,24.7,,,,,,,,Reduced,,,,0.54,0.19,,,,,,,,,,,0.54,0.19,0.54
249,Butler et al,1996,1,,,Adult,Novice,Stable-constant,60,1,No,,,Yes,Yes,Yes,No,No,,CE,ACE,No,TRUE,,10,1,Acquisition,10,10,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
251,Butler et al,1996,1,,,Adult,Novice,Stable-constant,60,1,No,,,Yes,Yes,Yes,No,No,,CE,ACE,No,TRUE,,10,1,ImmRet,10,10,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
252,Butler et al,1996,1,,,Adult,Novice,Stable-constant,60,1,No,,,Yes,Yes,No,No,No,,CE,VE,No,TRUE,,10,1,ImmRet,10,10,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
253,Butler et al,1996,1,,,Adult,Novice,Stable-constant,60,1,No,,,Yes,Yes,Yes,No,No,,CE,ACE,No,TRUE,,10,1,DelayRet,10,10,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
254,Butler et al,1996,1,,,Adult,Novice,Stable-constant,60,1,No,,,Yes,Yes,No,No,No,,CE,VE,No,TRUE,,10,1,DelayRet,10,10,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
256,Butler et al,1996,1,,,Adult,Novice,Stable-constant,60,1,No,,,Yes,No,No,No,Yes,,CE,VE,No,TRUE,,10,1,Acquisition,10,10,57.8,35.8,,44.9,25.6,,,,,,,,Reduced,,,,0.4,0.19,,,,,,,,,,,0.4,0.19,0.4
258,Butler et al,1996,1,,,Adult,Novice,Stable-constant,60,1,No,,,Yes,No,No,No,Yes,,CE,VE,No,TRUE,,10,1,ImmRet,10,10,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
260,Butler et al,1996,1,,,Adult,Novice,Stable-constant,60,1,No,,,Yes,No,No,No,Yes,,CE,VE,No,TRUE,,10,1,DelayRet,10,10,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
7,Cruz et al.,2018,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,No,No,No,,REL time,AE,No,TRUE,,10,1,Acquisition,11,11,,,,,,,0.045,,,,,,,,,Yes,,,0.09,0.17,,,,,,,,,0.09,0.17,-0.09
8,Cruz et al.,2018,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,Yes,No,No,,REL time,REL time,No,TRUE,,10,1,Acquisition,11,11,,,,,,,0.181,,,,,,,,,Yes,,,0.17,0.17,,,,,,,,,0.17,0.17,-0.17
9,Cruz et al.,2018,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,No,No,No,,REL time,VE,No,TRUE,,10,1,Acquisition,11,11,,,,,,,0.492,,,,,,,,,Yes,,,0.29,0.17,,,,,,,,,0.29,0.17,-0.29
10,Cruz et al.,2018,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,No,No,No,,REL time,AE,No,TRUE,,10,1,ImmRet,11,11,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
11,Cruz et al.,2018,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,Yes,No,No,,REL time,REL time,No,TRUE,,10,1,ImmRet,11,11,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
12,Cruz et al.,2018,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,No,No,No,,REL time,VE,No,TRUE,,10,1,ImmRet,11,11,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
13,Cruz et al.,2018,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,No,No,No,,REL time,AE,No,TRUE,,10,1,DelayRet,11,11,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
14,Cruz et al.,2018,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,Yes,No,No,,REL time,REL time,No,TRUE,,10,1,DelayRet,11,11,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
15,Cruz et al.,2018,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,No,No,No,,REL time,VE,No,TRUE,,10,1,DelayRet,11,11,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
149,de Oliveira et al,2009,2,,,Child,Novice,Stable-constant,90,1,Yes,3,75,Yes,No,No,No,No,complex,CE,AE,No,FALSE,,10,,Acquisition,15,15,235.6696,76.78713,,151.8119,36.36683,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,0.016,1.36
146,de Oliveira et al,2009,2,,,Child,Novice,Stable-constant,90,1,Yes,3,50,Yes,No,No,No,No,complex,CE,AE,No,FALSE,,10,,Acquisition,15,15,235.6696,76.78713,,213.3458,62.35271,,,,,,,,Reduced,,,,,,,,,,,,,,,,,0.013,0.31
148,de Oliveira et al,2009,1,,,Child,Novice,Stable-constant,90,1,Yes,3,75,Yes,No,No,No,No,simple,CE,AE,No,FALSE,,10,,Acquisition,15,15,176.3319,24.82568,,199.1652,56.61536,,,,,,,,100,,,,,,,,,,,,,,,,,0.13,-0.51
145,de Oliveira et al,2009,1,,,Child,Novice,Stable-constant,90,1,Yes,3,50,Yes,No,No,No,No,simple,CE,AE,No,FALSE,,10,,Acquisition,15,15,176.3319,24.82568,,225.0081,43.34877,,,,,,,,100,,,Yes,,,,,,,,,,,,,,0.16,-1.34
143,de Oliveira et al,2009,2,,,Child,Novice,Stable-constant,90,1,Yes,3,25,Yes,No,No,No,No,complex,CE,VE,No,TRUE,,10,,Acquisition,15,15,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
999,de Oliveira et al,2009,1,,,Child,Novice,Stable-constant,90,1,Yes,3,25,Yes,No,No,No,No,simple,CE,VE,No,TRUE,,10,,Acquisition,15,15,,,,,,,,,,,,,Reduced,,,,,,,,,,,,,,,,,,
144,de Oliveira et al,2009,2,,,Child,Novice,Stable-constant,90,1,Yes,3,25,Yes,No,No,No,No,complex,CE,VE,No,TRUE,,10,,ImmRet,15,15,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
998,de Oliveira et al,2009,1,,,Child,Novice,Stable-constant,90,1,Yes,3,25,Yes,No,No,No,No,simple,CE,VE,No,TRUE,,10,,ImmRet,15,15,,,,,,,,,,,,,Reduced,,,,,,,,,,,,,,,,,,
146,de Oliveira et al,2009,2,,,Child,Novice,Stable-constant,90,1,Yes,3,50,Yes,No,No,No,No,complex,CE,AE,No,FALSE,,10,,ImmRet,15,15,220.5333333,118.4126361,,221.9666667,93.41831165,,,,,,,,100,,,Yes,,,,,,,,,,,,,,0.13,-0.01
997,de Oliveira et al,2009,1,,,Child,Novice,Stable-constant,90,1,Yes,3,50,Yes,No,No,No,No,simple,CE,AE,No,FALSE,,10,,ImmRet,15,15,181.2066667,67.92483731,,228.1166667,111.0083196,,,,,,,,100,,,,,,,,,,,,,,,,,0.13,-0.5
147,de Oliveira et al,2009,2,,,Child,Novice,Stable-constant,90,1,Yes,3,50,Yes,No,No,No,No,complex,CE,VE,No,TRUE,,10,,Acquisition,15,15,,,,,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
993,de Oliveira et al,2009,1,,,Child,Novice,Stable-constant,90,1,Yes,3,50,Yes,No,No,No,No,simple,CE,VE,No,TRUE,,10,,Acquisition,15,15,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,
148,de Oliveira et al,2009,2,,,Child,Novice,Stable-constant,90,1,Yes,3,50,Yes,No,No,No,No,complex,CE,VE,No,TRUE,,10,,ImmRet,15,15,,,,,,,,,,,,,100,,,Yes,,,,,,,,,,,,,,,
996,de Oliveira et al,2009,1,,,Child,Novice,Stable-constant,90,1,Yes,3,50,Yes,No,No,No,No,simple,CE,VE,No,TRUE,,10,,ImmRet,15,15,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,
150,de Oliveira et al,2009,2,,,Child,Novice,Stable-constant,90,1,Yes,3,75,Yes,No,No,No,No,complex,CE,AE,No,FALSE,,10,,ImmRet,15,15,220.5333333,118.4126361,,152,54.67305421,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,0.13,0.72
995,de Oliveira et al,2009,1,,,Child,Novice,Stable-constant,90,1,Yes,3,75,Yes,No,No,No,No,simple,CE,AE,No,FALSE,,10,,ImmRet,15,15,181.2066667,67.92483731,,206.2666667,85.62519378,,,,,,,,100,,,,,,,,,,,,,,,,,0.13,-0.32
151,de Oliveira et al,2009,2,,,Child,Novice,Stable-constant,90,1,Yes,3,75,Yes,No,No,No,No,complex,CE,VE,No,TRUE,,10,,Acquisition,15,15,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
992,de Oliveira et al,2009,1,,,Child,Novice,Stable-constant,90,1,Yes,3,75,Yes,No,No,No,No,simple,CE,VE,No,TRUE,,10,,Acquisition,15,15,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,
152,de Oliveira et al,2009,2,,,Child,Novice,Stable-constant,90,1,Yes,3,75,Yes,No,No,No,No,complex,CE,VE,No,TRUE,,10,,ImmRet,15,15,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
994,de Oliveira et al,2009,1,,,Child,Novice,Stable-constant,90,1,Yes,3,75,Yes,No,No,No,No,simple,CE,VE,No,TRUE,,10,,ImmRet,15,15,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,
79,Dunham & Mueller,1993,1,,,Adult,Novice,Stable-constant,30,1,Yes,2,50,Yes,No,No,No,No,,CE,VE,No,TRUE,,10,,Acquisition,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
81,Dunham & Mueller,1993,1,,,Adult,Novice,Stable-constant,30,1,Yes,2,50,Yes,No,No,No,No,,CE,VE,No,TRUE,,10,,ImmRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
82,Dunham & Mueller,1993,1,,,Adult,Novice,Stable-constant,30,1,Yes,2,53,Yes,No,No,Yes,No,,CE,AE,No,FALSE,,10,,Acquisition,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
83,Dunham & Mueller,1993,1,,,Adult,Novice,Stable-constant,30,1,Yes,2,53,Yes,No,No,Yes,No,,CE,VE,No,TRUE,,10,,Acquisition,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
84,Dunham & Mueller,1993,1,,,Adult,Novice,Stable-constant,30,1,Yes,2,53,Yes,No,No,Yes,No,,CE,AE,No,FALSE,,10,,ImmRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
85,Dunham & Mueller,1993,1,,,Adult,Novice,Stable-constant,30,1,Yes,2,53,Yes,No,No,Yes,No,,CE,VE,No,TRUE,,10,,ImmRet,15,15,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
571,"Goh, Kantak & Sullivan",2012,2,,,Adult,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,RMSE,OTHER,No,TRUE,amplitude factor ,,,DelayRet,10,9,1.2,0.04,,1.16,0.02,,,,,,,,Reduced,,,,1.19,0.23,,,,,,,,,,,1.19,0.23,1.19
570,"Goh, Kantak & Sullivan",2012,2,,,Adult,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,RMSE,OTHER,No,TRUE,timing factor,,,DelayRet,10,9,1.1,0.1,,1.05,0.08,,,1.14,,,,,Reduced,,,,0.52,0.2,,,0.5,0.2,,,,,,,0.52,0.2,0.52
565,"Goh, Kantak & Sullivan",2012,1,,,Child,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,RMSE,OTHER,No,TRUE,amplitude factor ,,,DelayRet,10,9,1.17,0.02,,1.16,0.03,,,,,,,,Reduced,,,,0.38,0.2,,,,,,,,,,,0.38,0.2,0.38
564,"Goh, Kantak & Sullivan",2012,1,,,Child,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,RMSE,OTHER,No,TRUE,timing factor,,,DelayRet,10,9,1.01,0.04,,1.18,0.13,,,-3.02,,,,,100,,,,-1.73,0.27,,,-1.33,0.24,,,,,,,-1.73,0.27,-1.73
561,"Goh, Kantak & Sullivan",2012,1,,,Child,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,RMSE,OTHER,No,TRUE,timing factor,,,Acquisition,10,9,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
562,"Goh, Kantak & Sullivan",2012,1,,,Child,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,RMSE,OTHER,No,TRUE,amplitude factor ,,,Acquisition,10,9,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
567,"Goh, Kantak & Sullivan",2012,2,,,Adult,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,RMSE,OTHER,No,TRUE,timing factor,,,Acquisition,10,9,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
568,"Goh, Kantak & Sullivan",2012,2,,,Adult,Novice,Stable-constant,200,1,No,,62,Yes,No,No,Yes,No,,RMSE,OTHER,No,TRUE,amplitude factor ,,,Acquisition,10,9,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
153,Goodwin and Meeuwson,1995,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,Yes,No,No,,CE,ACE,No,TRUE,,10,2,Acquisition,30,30,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
154,Goodwin and Meeuwson,1995,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,Yes,No,No,,CE,ACE,No,TRUE,,10,2,ImmRet,30,30,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
155,Goodwin and Meeuwson,1995,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,Yes,No,No,,CE,ACE,No,TRUE,,10,2,DelayRet,30,30,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
156,Goodwin and Meeuwson,1995,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,No,No,No,,CE,VE,No,TRUE,,10,2,Acquisition,30,30,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
157,Goodwin and Meeuwson,1995,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,No,No,No,,CE,VE,No,TRUE,,10,2,ImmRet,30,30,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
158,Goodwin and Meeuwson,1995,1,,,Adult,Novice,Stable-constant,100,1,No,,,Yes,Yes,No,No,No,,CE,VE,No,TRUE,,10,2,DelayRet,30,30,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
25,"Goodwin, Eckerson, & Voll",2001,1,,,Adult,Novice,Stable-constant,60,1,No,,50,Yes,No,No,No,No,,CE,VE,No,TRUE,,,2,Acquisition,22,22,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
27,"Goodwin, Eckerson, & Voll",2001,1,,,Adult,Novice,Stable-constant,60,1,No,,50,Yes,No,No,No,No,,CE,VE,No,TRUE,,,2,DelayRet,22,22,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
28,"Goodwin, Eckerson, & Voll",2001,1,,,Adult,Novice,Stable-constant,60,1,No,,50,Yes,No,No,Yes,No,,CE,ACE,No,FALSE,,,2,Acquisition,22,22,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
29,"Goodwin, Eckerson, & Voll",2001,1,,,Adult,Novice,Stable-constant,60,1,No,,50,Yes,No,No,Yes,No,,CE,VE,No,TRUE,,,2,Acquisition,22,22,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
30,"Goodwin, Eckerson, & Voll",2001,1,,,Adult,Novice,Stable-constant,60,1,No,,50,Yes,No,No,Yes,No,,CE,ACE,No,FALSE,,,2,DelayRet,22,22,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
31,"Goodwin, Eckerson, & Voll",2001,1,,,Adult,Novice,Stable-constant,60,1,No,,50,Yes,No,No,Yes,No,,CE,VE,No,TRUE,,,2,DelayRet,22,22,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
560,Guadagnoli & Kohl,2001,1,,,Adult,Novice,Stable-constant,150,1,No,,20,Yes,No,No,No,No,,CE,VE,No,TRUE,,,1,DelayRet,16,16,98.9,,4.7,69.1,,3.9,,,,,,,Reduced,18.8,15.6,Yes,,,,,,,,,1.68,0.16,,,1.68,0.16,1.68
558,Guadagnoli & Kohl,2001,1,,,Adult,Novice,Stable-constant,150,1,No,,20,Yes,No,No,No,No,,CE,VE,No,TRUE,,,,Acquisition,16,16,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
554,"Guadagnoli, Leis, Van Gemmert & Stelmach",2002,1,,,Older,Novice,Stable-constant,60,1,No,,20,Yes,No,No,No,No,,CE,VE,No,TRUE,,,,Acquisition,10,10,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
556,"Guadagnoli, Leis, Van Gemmert & Stelmach",2002,1,,,Older,Novice,Stable-constant,60,1,No,,20,Yes,No,No,No,No,,CE,VE,No,TRUE,,,,ImmRet,10,10,,,,,,,,,,,,,Reduced,,,Yes,,,,,,,,,,,,,,,
91,Guay et al.,1999,1,,,Adult,Novice,Stable-constant,80,1,No,,20,Yes,No,No,No,No,,CE,VE,No,TRUE,,10,2,DelayRet,10,10,71,43,,152,184,,,,,,,,100,,,Yes,-0.58,0.19,,,,,,,,,,,-0.58,0.19,-0.58
89,Guay et al.,1999,1,,,Adult,Novice,Stable-constant,80,1,No,,20,Yes,No,No,No,No,,CE,VE,No,TRUE,,10,2,ImmRet,10,10,59,15,,162,164,,,,,,,,100,,,Yes,-0.85,0.2,,,,,,,,,,,-0.85,0.2,-0.85
87,Guay et al.,1999,1,,,Adult,Novice,Stable-constant,80,1,No,,20,Yes,No,No,No,No,,CE,VE,No,TRUE,,10,2,Acquisition,10,10,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
308,Ho and Shea,1978,1,,,Adult,Novice,Stable-constant,50,1,No,,50,Yes,No,No,No,No,,CE,VE,No,TRUE,,5,,Acquisition,14,14,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
310,Ho and Shea,1978,1,,,Adult,Novice,Stable-constant,50,1,No,,50,Yes,No,No,No,No,,CE,VE,No,TRUE,,5,,ImmRet,14,14,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
300,Kohl and Guadagnoli,1996,1,,,Adult,Novice,Stable-constant,120,1,No,,50,Yes,No,No,No,No,,Other-qual,VE,No,TRUE,,,1,Acquisition,12,24,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
302,Kohl and Guadagnoli,1996,1,,,Adult,Novice,Stable-constant,120,1,No,,50,Yes,No,No,No,No,,Other-qual,VE,No,TRUE,,,1,DelayRet,12,24,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
304,Kohl and Guadagnoli,1996,2,,,Adult,Novice,Stable-constant,144,1,No,,50,Yes,No,No,No,No,,Other-qual,VE,No,TRUE,,,1,Acquisition,14,56,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
306,Kohl and Guadagnoli,1996,2,,,Adult,Novice,Stable-constant,144,1,No,,50,Yes,No,No,No,No,,Other-qual,VE,No,TRUE,,,1,DelayRet,14,56,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
281,Lai and Shea,1999,1,,,Adult,Novice,Stable-constant,96,1,No,,,Yes,Yes,No,No,No,,CE,REL time,No,TRUE,,,1,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
282,Lai and Shea,1999,1,,,Adult,Novice,Stable-constant,96,1,No,,,Yes,Yes,No,No,No,,CE,OTHER,No,TRUE,Relative Timing Variable Error,,1,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
283,Lai and Shea,1999,1,,,Adult,Novice,Stable-constant,96,1,No,,,Yes,Yes,Yes,No,No,,CE,ABS time,No,TRUE,,,1,Acquisition,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
284,Lai and Shea,1999,1,,,Adult,Novice,Stable-constant,96,1,No,,,Yes,Yes,No,No,No,,CE,REL time,No,TRUE,,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
285,Lai and Shea,1999,1,,,Adult,Novice,Stable-constant,96,1,No,,,Yes,Yes,No,No,No,,CE,OTHER,No,TRUE,Relative Timing Variable Error,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
286,Lai and Shea,1999,1,,,Adult,Novice,Stable-constant,96,1,No,,,Yes,Yes,Yes,No,No,,CE,ABS time,No,TRUE,,,1,DelayRet,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
287,Lai and Shea,1999,1,,,Adult,Novice,Stable-constant,96,1,No,,,Yes,Yes,No,No,No,,CE,REL time,No,TRUE,,,1,Transfer,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
288,Lai and Shea,1999,1,,,Adult,Novice,Stable-constant,96,1,No,,,Yes,Yes,No,No,No,,CE,OTHER,No,TRUE,Relative Timing Variable Error,,1,Transfer,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
289,Lai and Shea,1999,1,,,Adult,Novice,Stable-constant,96,1,No,,,Yes,Yes,Yes,No,No,,CE,ABS time,No,TRUE,,,1,Transfer,13,13,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
290,Lai and Shea,1998,1,,,Adult,Novice,Stable-constant,108,1,No,,50,Yes,No,No,No,No,,CE,REL time,No,TRUE,,,1,Acquisition,10,10,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
